u,v,label,score,model,group,case
A000122,A000217,1,0.10734098839985079,LR(handcrafted),ML(handcrafted),case1
A000065,A000378,1,0.17007158635290742,LR(handcrafted),ML(handcrafted),case1
A000095,A000197,1,0.21905963939966863,LR(handcrafted),ML(handcrafted),case1
A000412,A000527,1,0.2633679921000162,LR(handcrafted),ML(handcrafted),case1
A000143,A000233,1,0.14859000269421616,LR(handcrafted),ML(handcrafted),case1
A000045,A000137,1,0.7047507199283792,LR(handcrafted),ML(handcrafted),case1
A000041,A000329,1,0.2111909377519212,LR(handcrafted),ML(handcrafted),case1
A000169,A000274,1,0.09506467178855442,LR(handcrafted),ML(handcrafted),case1
A000043,A000443,1,0.9508593578095109,LR(handcrafted),ML(handcrafted),case1
A000158,A000276,1,0.5132293790185203,LR(handcrafted),ML(handcrafted),case1
A000145,A000285,1,0.6404998822902198,LR(handcrafted),ML(handcrafted),case1
A000276,A000426,1,0.14185767524656911,LR(handcrafted),ML(handcrafted),case1
A000114,A000514,1,0.08640595216750939,LR(handcrafted),ML(handcrafted),case1
A000475,A000481,1,0.03689705466707265,LR(handcrafted),ML(handcrafted),case1
A000019,A000105,1,0.33053014888573085,LR(handcrafted),ML(handcrafted),case1
A000380,A000547,1,0.7444962406210707,LR(handcrafted),ML(handcrafted),case1
A000193,A000479,1,0.8811027773723672,LR(handcrafted),ML(handcrafted),case1
A000245,A000351,1,0.18301845714950452,LR(handcrafted),ML(handcrafted),case1
A000054,A000280,1,0.6609692740534124,LR(handcrafted),ML(handcrafted),case1
A000168,A000332,1,0.16485201670007454,LR(handcrafted),ML(handcrafted),case1
A000034,A000137,1,0.6161211563048895,LR(handcrafted),ML(handcrafted),case1
A000254,A000257,1,0.053051604174022285,LR(handcrafted),ML(handcrafted),case1
A000126,A000391,1,0.3802041597969106,LR(handcrafted),ML(handcrafted),case1
A000297,A000348,1,0.7557915208317577,LR(handcrafted),ML(handcrafted),case1
A000286,A000432,1,0.1356978874891552,LR(handcrafted),ML(handcrafted),case1
A000158,A000426,1,0.14462304382090066,LR(handcrafted),ML(handcrafted),case1
A000263,A000424,1,0.10653046009151373,LR(handcrafted),ML(handcrafted),case1
A000087,A000298,1,0.24885390990946446,LR(handcrafted),ML(handcrafted),case1
A000362,A000422,1,0.771573296015627,LR(handcrafted),ML(handcrafted),case1
A000030,A000174,1,0.09295407465047856,LR(handcrafted),ML(handcrafted),case1
A000019,A000554,1,0.5397555480089387,LR(handcrafted),ML(handcrafted),case1
A000323,A000412,1,0.19478287571288683,LR(handcrafted),ML(handcrafted),case1
A000100,A000197,1,0.1724938832657623,LR(handcrafted),ML(handcrafted),case1
A000424,A000478,1,0.604915414576416,LR(handcrafted),ML(handcrafted),case1
A000125,A000403,1,0.8536279981865329,LR(handcrafted),ML(handcrafted),case1
A000034,A000274,1,0.7681579270848089,LR(handcrafted),ML(handcrafted),case1
A000102,A000532,1,0.28958984170009183,LR(handcrafted),ML(handcrafted),case1
A000044,A000454,1,0.705333019539055,LR(handcrafted),ML(handcrafted),case1
A000192,A000195,1,0.657466886293294,LR(handcrafted),ML(handcrafted),case1
A000303,A000451,1,0.8533773927080287,LR(handcrafted),ML(handcrafted),case1
A000159,A000256,1,0.2830314493452816,LR(handcrafted),ML(handcrafted),case1
A000070,A000284,1,0.05778591582339548,LR(handcrafted),ML(handcrafted),case1
A000162,A000187,1,0.8989009019661751,LR(handcrafted),ML(handcrafted),case1
A000156,A000343,1,0.09440260039310538,LR(handcrafted),ML(handcrafted),case1
A000093,A000333,1,0.05717831685969517,LR(handcrafted),ML(handcrafted),case1
A000333,A000466,1,0.46158094238325464,LR(handcrafted),ML(handcrafted),case1
A000115,A000381,1,0.2653814857642564,LR(handcrafted),ML(handcrafted),case1
A000357,A000465,1,0.2130229935570491,LR(handcrafted),ML(handcrafted),case1
A000345,A000439,1,0.7382628376061079,LR(handcrafted),ML(handcrafted),case1
A000311,A000487,1,0.7075706400317482,LR(handcrafted),ML(handcrafted),case1
A000031,A000331,1,0.3554160948904545,LR(handcrafted),ML(handcrafted),case1
A000281,A000351,1,0.02583031693262512,LR(handcrafted),ML(handcrafted),case1
A000303,A000422,1,0.8511944918422226,LR(handcrafted),ML(handcrafted),case1
A000076,A000406,1,0.9420099516659285,LR(handcrafted),ML(handcrafted),case1
A000242,A000398,1,0.06260529529307829,LR(handcrafted),ML(handcrafted),case1
A000380,A000537,1,0.03922678765883438,LR(handcrafted),ML(handcrafted),case1
A000108,A000484,1,0.12598709116797313,LR(handcrafted),ML(handcrafted),case1
A000071,A000127,1,0.8881277254184151,LR(handcrafted),ML(handcrafted),case1
A000195,A000309,1,0.8957015938193006,LR(handcrafted),ML(handcrafted),case1
A000168,A000546,1,0.127141780528691,LR(handcrafted),ML(handcrafted),case1
A000116,A000522,1,0.9787579800144164,LR(handcrafted),ML(handcrafted),case1
A000305,A000516,1,0.767273946891643,LR(handcrafted),ML(handcrafted),case1
A000348,A000537,1,0.040299371689949,LR(handcrafted),ML(handcrafted),case1
A000255,A000387,1,0.5318373572983004,LR(handcrafted),ML(handcrafted),case1
A000096,A000495,1,0.9138577850925885,LR(handcrafted),ML(handcrafted),case1
A000346,A000508,1,0.49230269612258093,LR(handcrafted),ML(handcrafted),case1
A000141,A000259,1,0.4849350185696859,LR(handcrafted),ML(handcrafted),case1
A000416,A000515,1,0.20462816343258355,LR(handcrafted),ML(handcrafted),case1
A000425,A000515,1,0.5045478415723709,LR(handcrafted),ML(handcrafted),case1
A000025,A000330,1,0.022217414432923667,LR(handcrafted),ML(handcrafted),case1
A000100,A000425,1,0.21408398772366855,LR(handcrafted),ML(handcrafted),case1
A000514,A000569,1,0.6597912794204107,LR(handcrafted),ML(handcrafted),case1
A000013,A000096,1,0.7732579739070791,LR(handcrafted),ML(handcrafted),case1
A000474,A000487,1,0.6107144281869445,LR(handcrafted),ML(handcrafted),case1
A000139,A000206,1,0.17795475278235712,LR(handcrafted),ML(handcrafted),case1
A000177,A000242,1,0.15987571771018688,LR(handcrafted),ML(handcrafted),case1
A000116,A000192,1,0.8182983650706254,LR(handcrafted),ML(handcrafted),case1
A000029,A000171,1,0.6557922339404051,LR(handcrafted),ML(handcrafted),case1
A000093,A000442,1,0.47991834189182986,LR(handcrafted),ML(handcrafted),case1
A000258,A000407,1,0.5804915685350382,LR(handcrafted),ML(handcrafted),case1
A000373,A000515,1,0.35571041078582355,LR(handcrafted),ML(handcrafted),case1
A000139,A000143,1,0.9233728028053334,LR(handcrafted),ML(handcrafted),case1
A000094,A000143,1,0.15953481541378314,LR(handcrafted),ML(handcrafted),case1
A000320,A000430,1,0.43343275405966325,LR(handcrafted),ML(handcrafted),case1
A000214,A000511,1,0.7805047950166958,LR(handcrafted),ML(handcrafted),case1
A000174,A000274,1,0.3729002020129433,LR(handcrafted),ML(handcrafted),case1
A000308,A000381,1,0.6701108202597155,LR(handcrafted),ML(handcrafted),case1
A000193,A000444,1,0.8217515334256842,LR(handcrafted),ML(handcrafted),case1
A000061,A000343,1,0.31863136574029866,LR(handcrafted),ML(handcrafted),case1
A000114,A000531,1,0.020053044831577625,LR(handcrafted),ML(handcrafted),case1
A000109,A000255,1,0.4236149784803591,LR(handcrafted),ML(handcrafted),case1
A000391,A000420,1,0.0704048502052874,LR(handcrafted),ML(handcrafted),case1
A000256,A000291,1,0.2811987201705997,LR(handcrafted),ML(handcrafted),case1
A000248,A000300,1,0.677530893513522,LR(handcrafted),ML(handcrafted),case1
A000114,A000367,1,0.2800047739291186,LR(handcrafted),ML(handcrafted),case1
A000391,A000559,1,0.35757171981354047,LR(handcrafted),ML(handcrafted),case1
A000269,A000467,1,0.2277038156597493,LR(handcrafted),ML(handcrafted),case1
A000183,A000490,1,0.4296264848961199,LR(handcrafted),ML(handcrafted),case1
A000268,A000473,1,0.8154678168008566,LR(handcrafted),ML(handcrafted),case1
A000176,A000212,1,0.19497564640426746,LR(handcrafted),ML(handcrafted),case1
A000158,A000428,1,0.8204795238830563,LR(handcrafted),ML(handcrafted),case1
A000096,A000434,1,0.2657434728065961,LR(handcrafted),ML(handcrafted),case1
A000058,A000284,1,0.24655060097487247,LR(handcrafted),ML(handcrafted),case1
A000226,A000375,1,0.8307567253293933,LR(handcrafted),ML(handcrafted),case1
A000210,A000322,1,0.17591367238687047,LR(handcrafted),ML(handcrafted),case1
A000040,A000342,1,0.8520489325696803,LR(handcrafted),ML(handcrafted),case1
A000401,A000549,1,0.12486089938664717,LR(handcrafted),ML(handcrafted),case1
A000020,A000378,1,0.5247495063975788,LR(handcrafted),ML(handcrafted),case1
A000047,A000411,1,0.6064063788231661,LR(handcrafted),ML(handcrafted),case1
A000064,A000435,1,0.4384428434904665,LR(handcrafted),ML(handcrafted),case1
A000296,A000306,1,0.16505421707179746,LR(handcrafted),ML(handcrafted),case1
A000067,A000220,1,0.1333802638778371,LR(handcrafted),ML(handcrafted),case1
A000443,A000518,1,0.9423717675393872,LR(handcrafted),ML(handcrafted),case1
A000342,A000373,1,0.566078462487169,LR(handcrafted),ML(handcrafted),case1
A000181,A000467,1,0.29990130276548227,LR(handcrafted),ML(handcrafted),case1
A000274,A000369,1,0.14196900076010388,LR(handcrafted),ML(handcrafted),case1
A000028,A000409,1,0.8225229288556751,LR(handcrafted),ML(handcrafted),case1
A000170,A000274,1,0.31379171299956754,LR(handcrafted),ML(handcrafted),case1
A000169,A000380,1,0.07876730715197038,LR(handcrafted),ML(handcrafted),case1
A000274,A000349,1,0.5931055547178581,LR(handcrafted),ML(handcrafted),case1
A000197,A000320,1,0.21708777689432698,LR(handcrafted),ML(handcrafted),case1
A000239,A000332,1,0.08205053804679398,LR(handcrafted),ML(handcrafted),case1
A000110,A000213,1,0.7866257626944613,LR(handcrafted),ML(handcrafted),case1
A000254,A000543,1,0.7857394619603244,LR(handcrafted),ML(handcrafted),case1
A000006,A000362,1,0.9201138909296707,LR(handcrafted),ML(handcrafted),case1
A000340,A000556,1,0.43065125436880247,LR(handcrafted),ML(handcrafted),case1
A000377,A000378,1,0.7888426577181884,LR(handcrafted),ML(handcrafted),case1
A000048,A000374,1,0.27679853162893264,LR(handcrafted),ML(handcrafted),case1
A000344,A000351,1,0.23836194618737302,LR(handcrafted),ML(handcrafted),case1
A000246,A000434,1,0.44393200747847344,LR(handcrafted),ML(handcrafted),case1
A000397,A000543,1,0.8930465451455045,LR(handcrafted),ML(handcrafted),case1
A000115,A000333,1,0.06850365069342339,LR(handcrafted),ML(handcrafted),case1
A000416,A000546,1,0.4674662923464115,LR(handcrafted),ML(handcrafted),case1
A000306,A000383,1,0.05670143672984364,LR(handcrafted),ML(handcrafted),case1
A000126,A000435,1,0.3271873611095891,LR(handcrafted),ML(handcrafted),case1
A000186,A000430,1,0.43234836085750517,LR(handcrafted),ML(handcrafted),case1
A000066,A000080,1,0.05630940348870899,LR(handcrafted),ML(handcrafted),case1
A000192,A000196,1,0.6151217408492718,LR(handcrafted),ML(handcrafted),case1
A000003,A000382,1,0.4395145532554079,LR(handcrafted),ML(handcrafted),case1
A000377,A000509,1,0.21209468787427996,LR(handcrafted),ML(handcrafted),case1
A000374,A000478,1,0.3624689614684029,LR(handcrafted),ML(handcrafted),case1
A000114,A000378,1,0.06486429321255041,LR(handcrafted),ML(handcrafted),case1
A000217,A000367,1,0.37896992692806397,LR(handcrafted),ML(handcrafted),case1
A000410,A000562,1,0.9559296519510224,LR(handcrafted),ML(handcrafted),case1
A000080,A000462,1,0.8262520577497695,LR(handcrafted),ML(handcrafted),case1
A000225,A000564,1,0.14024867388630974,LR(handcrafted),ML(handcrafted),case1
A000047,A000226,1,0.22338192056313244,LR(handcrafted),ML(handcrafted),case1
A000293,A000482,1,0.7829607360801221,LR(handcrafted),ML(handcrafted),case1
A000129,A000155,1,0.13324183285915334,LR(handcrafted),ML(handcrafted),case1
A000304,A000560,1,0.5405363253134614,LR(handcrafted),ML(handcrafted),case1
A000281,A000348,1,0.10012925782112292,LR(handcrafted),ML(handcrafted),case1
A000165,A000267,1,0.8053923634889084,LR(handcrafted),ML(handcrafted),case1
A000411,A000525,1,0.804790377768789,LR(handcrafted),ML(handcrafted),case1
A000068,A000429,1,0.606168443984682,LR(handcrafted),ML(handcrafted),case1
A000248,A000370,1,0.671169368468797,LR(handcrafted),ML(handcrafted),case1
A000427,A000472,1,0.3633635954610635,LR(handcrafted),ML(handcrafted),case1
A000240,A000270,1,0.29595922019016585,LR(handcrafted),ML(handcrafted),case1
A000001,A000262,1,0.6975437377830768,LR(handcrafted),ML(handcrafted),case1
A000274,A000473,1,0.7697613583314408,LR(handcrafted),ML(handcrafted),case1
A000141,A000210,1,0.15467319368879082,LR(handcrafted),ML(handcrafted),case1
A000208,A000329,1,0.13933843326611428,LR(handcrafted),ML(handcrafted),case1
A000010,A000137,1,0.48333631307824965,LR(handcrafted),ML(handcrafted),case1
A000048,A000137,1,0.7694194548914776,LR(handcrafted),ML(handcrafted),case1
A000158,A000545,1,0.12915444034917375,LR(handcrafted),ML(handcrafted),case1
A000475,A000477,1,0.026052760507086294,LR(handcrafted),ML(handcrafted),case1
A000136,A000209,1,0.9157254545564485,LR(handcrafted),ML(handcrafted),case1
A000105,A000503,1,0.5784855367771268,LR(handcrafted),ML(handcrafted),case1
A000026,A000303,1,0.593701606509396,LR(handcrafted),ML(handcrafted),case1
A000106,A000124,1,0.09609686947834106,LR(handcrafted),ML(handcrafted),case1
A000037,A000454,1,0.39522407589491704,LR(handcrafted),ML(handcrafted),case1
A000381,A000426,1,0.9645906092125293,LR(handcrafted),ML(handcrafted),case1
A000206,A000320,1,0.05000102372069632,LR(handcrafted),ML(handcrafted),case1
A000496,A000538,1,0.665325456408284,LR(handcrafted),ML(handcrafted),case1
A000030,A000171,1,0.4366337319554444,LR(handcrafted),ML(handcrafted),case1
A000407,A000553,1,0.21947387440196775,LR(handcrafted),ML(handcrafted),case1
A000241,A000255,1,0.24654681007914794,LR(handcrafted),ML(handcrafted),case1
A000414,A000516,1,0.18270177754800687,LR(handcrafted),ML(handcrafted),case1
A000054,A000458,1,0.5770056391543722,LR(handcrafted),ML(handcrafted),case1
A000055,A000166,1,0.5220343671865906,LR(handcrafted),ML(handcrafted),case1
A000321,A000560,1,0.4647139742729001,LR(handcrafted),ML(handcrafted),case1
A000199,A000354,1,0.4923480020565813,LR(handcrafted),ML(handcrafted),case1
A000251,A000454,1,0.19685234854870642,LR(handcrafted),ML(handcrafted),case1
A000072,A000219,1,0.46911795676399376,LR(handcrafted),ML(handcrafted),case1
A000114,A000533,1,0.8242552721129617,LR(handcrafted),ML(handcrafted),case1
A000237,A000477,1,0.3932028716875515,LR(handcrafted),ML(handcrafted),case1
A000278,A000398,1,0.6277908842454535,LR(handcrafted),ML(handcrafted),case1
A000181,A000569,1,2.3095315233675624e-05,LR(handcrafted),ML(handcrafted),case1
A000093,A000493,1,0.30616431708062775,LR(handcrafted),ML(handcrafted),case1
A000248,A000305,1,0.42542065282397284,LR(handcrafted),ML(handcrafted),case1
A000401,A000467,1,0.04690954209140722,LR(handcrafted),ML(handcrafted),case1
A000381,A000382,1,0.6200953192063096,LR(handcrafted),ML(handcrafted),case1
A000349,A000493,1,0.3782222832736398,LR(handcrafted),ML(handcrafted),case1
A000090,A000206,1,0.17686059895914427,LR(handcrafted),ML(handcrafted),case1
A000370,A000426,1,0.47378636242647265,LR(handcrafted),ML(handcrafted),case1
A000137,A000321,1,0.5063074387803117,LR(handcrafted),ML(handcrafted),case1
A000175,A000552,1,0.3850250276914956,LR(handcrafted),ML(handcrafted),case1
A000333,A000550,1,0.969162815825073,LR(handcrafted),ML(handcrafted),case1
A000164,A000425,1,0.05496187246262144,LR(handcrafted),ML(handcrafted),case1
A000187,A000305,1,0.346437963179797,LR(handcrafted),ML(handcrafted),case1
A000230,A000468,1,0.4495120553257063,LR(handcrafted),ML(handcrafted),case1
A000191,A000417,1,0.18324863559073437,LR(handcrafted),ML(handcrafted),case1
A000051,A000279,1,0.8255034122618611,LR(handcrafted),ML(handcrafted),case1
A000109,A000388,1,0.31231970318846214,LR(handcrafted),ML(handcrafted),case1
A000099,A000312,1,0.04155976520698726,LR(handcrafted),ML(handcrafted),case1
A000028,A000471,1,0.8225229288556751,LR(handcrafted),ML(handcrafted),case1
A000143,A000323,1,0.17128308232578163,LR(handcrafted),ML(handcrafted),case1
A000010,A000274,1,0.7187489053455095,LR(handcrafted),ML(handcrafted),case1
A000272,A000381,1,0.6356829199975652,LR(handcrafted),ML(handcrafted),case1
A000255,A000257,1,0.3917631469665848,LR(handcrafted),ML(handcrafted),case1
A000101,A000191,1,0.12873960714184007,LR(handcrafted),ML(handcrafted),case1
A000272,A000382,1,0.21938945185352313,LR(handcrafted),ML(handcrafted),case1
A000004,A000413,1,0.1811731677060178,LR(handcrafted),ML(handcrafted),case1
A000031,A000205,1,0.0645346232675642,LR(handcrafted),ML(handcrafted),case1
A000365,A000535,1,0.47766730925704076,LR(handcrafted),ML(handcrafted),case1
A000300,A000305,1,0.4238313640203446,LR(handcrafted),ML(handcrafted),case1
A000026,A000422,1,0.7657411077306205,LR(handcrafted),ML(handcrafted),case1
A000100,A000398,1,0.037490508914469575,LR(handcrafted),ML(handcrafted),case1
A000029,A000255,1,0.47846963471676357,LR(handcrafted),ML(handcrafted),case1
A000012,A000493,1,0.3635732548406368,LR(handcrafted),ML(handcrafted),case1
A000142,A000274,1,0.29002576964847815,LR(handcrafted),ML(handcrafted),case1
A000229,A000507,1,0.781327988629177,LR(handcrafted),ML(handcrafted),case1
A000105,A000374,1,0.06882587358222397,LR(handcrafted),ML(handcrafted),case1
A000122,A000274,1,0.13081602171888954,LR(handcrafted),ML(handcrafted),case1
A000333,A000381,1,0.08585378217783425,LR(handcrafted),ML(handcrafted),case1
A000205,A000387,1,0.05911352981971685,LR(handcrafted),ML(handcrafted),case1
A000095,A000139,1,0.23859258214392837,LR(handcrafted),ML(handcrafted),case1
A000056,A000178,1,0.39515077624864897,LR(handcrafted),ML(handcrafted),case1
A000378,A000390,1,0.5233102072577457,LR(handcrafted),ML(handcrafted),case1
A000260,A000268,1,0.5017141532010373,LR(handcrafted),ML(handcrafted),case1
A000262,A000477,1,0.15624574560789553,LR(handcrafted),ML(handcrafted),case1
A000198,A000249,1,0.6493108678100797,LR(handcrafted),ML(handcrafted),case1
A000107,A000477,1,0.21242792791646872,LR(handcrafted),ML(handcrafted),case1
A000432,A000540,1,0.13686882391208105,LR(handcrafted),ML(handcrafted),case1
A000198,A000378,1,0.36937633963363004,LR(handcrafted),ML(handcrafted),case1
A000475,A000566,1,0.34441814633645274,LR(handcrafted),ML(handcrafted),case1
A000177,A000531,1,0.13722178731076912,LR(handcrafted),ML(handcrafted),case1
A000087,A000110,1,0.2600197793223749,LR(handcrafted),ML(handcrafted),case1
A000042,A000455,1,0.09893696532166427,LR(handcrafted),ML(handcrafted),case1
A000043,A000451,1,0.8326161093244162,LR(handcrafted),ML(handcrafted),case1
A000321,A000538,1,0.4366976543768524,LR(handcrafted),ML(handcrafted),case1
A000186,A000229,1,0.1970665899603539,LR(handcrafted),ML(handcrafted),case1
A000156,A000244,1,0.2903896428070096,LR(handcrafted),ML(handcrafted),case1
A000182,A000197,1,0.3561214126105921,LR(handcrafted),ML(handcrafted),case1
A000179,A000321,1,0.9919843669686514,LR(handcrafted),ML(handcrafted),case1
A000197,A000255,1,0.42075778582827045,LR(handcrafted),ML(handcrafted),case1
A000024,A000473,1,0.8117223019327191,LR(handcrafted),ML(handcrafted),case1
A000334,A000559,1,0.18690796369650964,LR(handcrafted),ML(handcrafted),case1
A000319,A000474,1,0.9008453343605286,LR(handcrafted),ML(handcrafted),case1
A000310,A000363,1,0.8458404614374057,LR(handcrafted),ML(handcrafted),case1
A000044,A000056,1,0.5081269421810461,LR(handcrafted),ML(handcrafted),case1
A000026,A000518,1,0.3709760516144289,LR(handcrafted),ML(handcrafted),case1
A000177,A000332,1,0.028993122438724865,LR(handcrafted),ML(handcrafted),case1
A000380,A000467,1,0.1809297007609921,LR(handcrafted),ML(handcrafted),case1
A000143,A000402,1,0.8806273542766414,LR(handcrafted),ML(handcrafted),case1
A000462,A000485,1,0.9060633859045502,LR(handcrafted),ML(handcrafted),case1
A000047,A000379,1,0.7376145572210966,LR(handcrafted),ML(handcrafted),case1
A000109,A000430,1,0.2725387157541006,LR(handcrafted),ML(handcrafted),case1
A000087,A000213,1,0.4662542414805856,LR(handcrafted),ML(handcrafted),case1
A000190,A000506,1,0.021805584810403192,LR(handcrafted),ML(handcrafted),case1
A000059,A000448,1,0.7669953083610278,LR(handcrafted),ML(handcrafted),case1
A000084,A000274,1,0.13593830661641976,LR(handcrafted),ML(handcrafted),case1
A000195,A000318,1,0.9447857569821011,LR(handcrafted),ML(handcrafted),case1
A000109,A000513,1,0.1932937749526316,LR(handcrafted),ML(handcrafted),case1
A000033,A000125,1,0.9567471393129505,LR(handcrafted),ML(handcrafted),case1
A000189,A000391,1,0.22924869481934818,LR(handcrafted),ML(handcrafted),case1
A000476,A000531,1,0.14391065487571755,LR(handcrafted),ML(handcrafted),case1
A000253,A000274,1,0.5911840475390762,LR(handcrafted),ML(handcrafted),case1
A000043,A000518,1,0.8921774804436857,LR(handcrafted),ML(handcrafted),case1
A000023,A000477,1,0.06244161070024049,LR(handcrafted),ML(handcrafted),case1
A000319,A000362,1,0.6671115522515192,LR(handcrafted),ML(handcrafted),case1
A000249,A000266,1,0.09279122981464484,LR(handcrafted),ML(handcrafted),case1
A000008,A000349,1,0.47191160225978834,LR(handcrafted),ML(handcrafted),case1
A000042,A000082,1,0.31549544174219996,LR(handcrafted),ML(handcrafted),case1
A000398,A000505,1,0.6653444401546279,LR(handcrafted),ML(handcrafted),case1
A000105,A000230,1,0.4051272693610769,LR(handcrafted),ML(handcrafted),case1
A000073,A000229,1,0.8507446821107562,LR(handcrafted),ML(handcrafted),case1
A000177,A000493,1,0.4920198076556422,LR(handcrafted),ML(handcrafted),case1
A000205,A000420,1,2.5137854255633286e-05,LR(handcrafted),ML(handcrafted),case1
A000200,A000569,1,0.02892395055915088,LR(handcrafted),ML(handcrafted),case1
A000094,A000373,1,0.0973050252184332,LR(handcrafted),ML(handcrafted),case1
A000177,A000225,1,0.18420143994665014,LR(handcrafted),ML(handcrafted),case1
A000026,A000362,1,0.3154913310190298,LR(handcrafted),ML(handcrafted),case1
A000072,A000150,1,0.12872497659455806,LR(handcrafted),ML(handcrafted),case1
A000168,A000492,1,0.18550475905434904,LR(handcrafted),ML(handcrafted),case1
A000002,A000398,1,0.6627202519166931,LR(handcrafted),ML(handcrafted),case1
A000171,A000255,1,0.7559182140810142,LR(handcrafted),ML(handcrafted),case1
A000114,A000552,1,0.3948073684411197,LR(handcrafted),ML(handcrafted),case1
A000432,A000433,1,0.42875361044878463,LR(handcrafted),ML(handcrafted),case1
A000434,A000443,1,0.9492956440761979,LR(handcrafted),ML(handcrafted),case1
A000192,A000245,1,0.21264518649906095,LR(handcrafted),ML(handcrafted),case1
A000124,A000367,1,0.07016766409474158,LR(handcrafted),ML(handcrafted),case1
A000181,A000531,1,0.023899111424661185,LR(handcrafted),ML(handcrafted),case1
A000354,A000396,1,0.08352332968631752,LR(handcrafted),ML(handcrafted),case1
A000381,A000391,1,0.44114057007894675,LR(handcrafted),ML(handcrafted),case1
A000431,A000487,1,0.8476220615754593,LR(handcrafted),ML(handcrafted),case1
A000255,A000347,1,0.19215911655957382,LR(handcrafted),ML(handcrafted),case1
A000325,A000383,1,0.24684677063986218,LR(handcrafted),ML(handcrafted),case1
A000373,A000552,1,0.7770231741011219,LR(handcrafted),ML(handcrafted),case1
A000206,A000557,1,0.23357625337618107,LR(handcrafted),ML(handcrafted),case1
A000065,A000359,1,0.12049066555056316,LR(handcrafted),ML(handcrafted),case1
A000086,A000446,1,0.7594802400877724,LR(handcrafted),ML(handcrafted),case1
A000128,A000451,1,0.9550491031783218,LR(handcrafted),ML(handcrafted),case1
A000095,A000541,1,0.29306045956802473,LR(handcrafted),ML(handcrafted),case1
A000026,A000335,1,0.4738898895888108,LR(handcrafted),ML(handcrafted),case1
A000265,A000475,1,0.19816547926006906,LR(handcrafted),ML(handcrafted),case1
A000382,A000407,1,0.27899292128188613,LR(handcrafted),ML(handcrafted),case1
